Attrition,OverTime,TotalWorkingYears,JobLevel,YearsInCurrentRole,MonthlyIncome,Age,YearsWithCurrManager,StockOptionLevel,YearsAtCompany,JobInvolvement,BusinessTravel,JobSatisfaction,EnvironmentSatisfaction,DistanceFromHome,WorkLifeBalance,TrainingTimesLastYear,Department,EducationField,JobRole,MaritalStatus
0,0,9,2,2,3681,35,2,0,3,2,1,4,1,25,3,3,Research & Development,Other,Laboratory Technician,Single
0,0,13,2,7,5460,31,7,2,7,4,1,4,1,6,4,4,Sales,Medical,Sales Executive,Divorced
0,0,6,1,3,2187,27,3,2,5,2,1,3,1,6,2,5,Research & Development,Medical,Research Scientist,Divorced
0,1,17,2,0,9602,37,0,1,3,3,1,3,4,2,2,3,Sales,Marketing,Sales Executive,Married
0,0,1,1,0,2836,20,0,0,1,2,1,2,4,1,4,0,Research & Development,Life Sciences,Research Scientist,Single
0,0,10,2,2,4089,42,2,2,10,3,1,4,3,2,3,4,Research & Development,Life Sciences,Healthcare Representative,Married
0,1,21,4,0,16627,43,0,1,1,2,1,4,2,6,2,3,Research & Development,Other,Research Director,Divorced
0,0,8,1,0,2619,38,0,0,0,3,1,1,3,1,2,3,Research & Development,Life Sciences,Research Scientist,Single
0,1,10,2,7,5679,43,7,1,8,3,2,3,4,9,3,3,Research & Development,Medical,Laboratory Technician,Divorced
0,0,21,4,2,15402,48,2,1,3,2,1,1,4,1,1,3,Research & Development,Life Sciences,Manager,Married
0,0,10,2,2,5985,44,2,0,2,2,1,3,1,1,4,1,Human Resources,Life Sciences,Human Resources,Single
0,1,8,1,2,2579,34,6,2,8,3,1,3,3,14,3,3,Sales,Technical Degree,Sales Representative,Divorced
1,0,5,1,3,3041,27,2,1,4,3,1,1,3,2,3,3,Sales,Marketing,Sales Representative,Divorced
0,0,3,1,2,3447,21,2,0,3,3,1,3,3,22,3,2,Sales,Technical Degree,Sales Representative,Single
0,1,26,5,2,19513,44,1,1,2,3,1,4,4,3,4,2,Research & Development,Other,Manager,Married
0,0,3,1,2,2773,22,2,0,2,3,1,3,1,6,3,3,Research & Development,Medical,Research Scientist,Married
0,0,6,2,0,7104,33,2,0,5,3,1,3,3,8,3,3,Sales,Marketing,Sales Executive,Divorced
0,1,6,2,4,6322,32,5,1,6,3,1,4,1,9,2,2,Research & Development,Life Sciences,Research Scientist,Married
0,0,1,1,0,2083,30,0,1,1,3,2,3,3,3,3,2,Research & Development,Medical,Research Scientist,Divorced
0,0,18,2,7,8381,53,10,0,14,3,1,1,4,1,4,2,Sales,Medical,Sales Executive,Single
0,0,10,1,9,2691,34,8,1,10,3,1,4,2,1,2,4,Research & Development,Life Sciences,Research Scientist,Married
1,0,5,2,1,4286,45,0,2,1,3,2,1,1,26,3,4,Sales,Life Sciences,Sales Executive,Married
0,1,3,1,2,2659,26,2,1,3,3,1,4,3,6,3,2,Research & Development,Life Sciences,Laboratory Technician,Married
0,0,10,3,7,9434,37,8,1,10,3,1,3,3,3,3,2,Research & Development,Other,Manufacturing Director,Married
0,0,6,2,0,5561,29,2,1,6,3,1,3,2,3,2,5,Sales,Medical,Sales Executive,Married
0,0,17,2,11,6646,35,8,0,17,1,1,4,2,6,3,3,Research & Development,Life Sciences,Research Scientist,Single
0,0,15,2,11,7725,33,7,1,13,3,2,4,3,6,1,2,Research & Development,Life Sciences,Healthcare Representative,Divorced
0,0,16,3,7,10725,54,1,1,9,3,1,2,3,19,4,1,Human Resources,Medical,Human Resources,Married
0,1,13,2,2,8847,36,2,1,3,2,1,2,2,9,3,2,Research & Development,Medical,Manufacturing Director,Divorced
0,0,5,1,2,2045,27,1,0,4,2,1,4,1,3,3,0,Research & Development,Medical,Research Scientist,Single
1,1,1,1,0,1009,20,1,0,1,3,1,3,4,10,3,5,Research & Development,Medical,Research Scientist,Single
1,1,10,1,8,3348,33,7,0,10,3,2,1,1,3,3,3,Research & Development,Life Sciences,Research Scientist,Single
0,0,1,1,0,1281,35,0,2,1,2,0,3,3,3,3,3,Research & Development,Life Sciences,Laboratory Technician,Married
0,0,5,1,2,2819,23,2,1,3,4,1,1,1,4,4,3,Research & Development,Medical,Research Scientist,Married
0,0,4,2,2,4851,25,2,1,3,4,1,2,4,8,3,4,Sales,Life Sciences,Sales Executive,Married
0,0,8,2,7,4028,38,5,0,7,2,1,4,4,7,3,2,Sales,Marketing,Sales Executive,Single
0,0,10,1,7,2720,29,8,1,10,1,2,4,2,1,3,5,Research & Development,Life Sciences,Research Scientist,Divorced
0,0,12,2,2,8120,48,2,0,2,4,1,2,2,2,3,3,Sales,Marketing,Sales Executive,Married
0,1,6,2,5,4647,27,4,2,6,4,2,4,4,3,3,3,Sales,Medical,Sales Executive,Divorced
0,0,4,1,0,4680,37,0,0,1,4,1,4,4,10,3,2,Research & Development,Life Sciences,Research Scientist,Single
0,1,20,1,8,3221,50,8,3,20,4,1,3,4,28,3,3,Research & Development,Medical,Laboratory Technician,Married
0,0,9,3,7,8621,34,7,0,8,2,1,2,4,9,4,3,Research & Development,Medical,Healthcare Representative,Single
1,0,4,2,2,4577,24,0,0,2,3,1,3,1,3,3,3,Sales,Life Sciences,Sales Executive,Single
0,0,20,2,7,4553,39,10,0,20,2,1,3,4,2,3,4,Research & Development,Technical Degree,Healthcare Representative,Single
0,0,10,2,7,5396,32,8,0,10,3,1,4,4,10,2,2,Sales,Marketing,Sales Executive,Single
1,1,18,2,3,6796,50,3,1,4,3,2,3,2,8,3,4,Sales,Technical Degree,Sales Executive,Married
0,0,10,2,7,7625,38,8,0,9,4,1,4,2,1,2,4,Research & Development,Life Sciences,Healthcare Representative,Single
0,0,9,3,7,7412,27,7,0,9,3,1,1,3,1,3,3,Research & Development,Life Sciences,Manufacturing Director,Married
0,0,10,3,7,11159,32,7,0,7,3,1,4,3,3,3,6,Research & Development,Life Sciences,Research Director,Single
0,0,20,2,7,4960,47,7,0,7,3,1,1,4,14,3,2,Sales,Marketing,Sales Executive,Single
0,1,20,3,13,10475,40,12,1,18,2,2,1,4,5,3,2,Sales,Life Sciences,Sales Executive,Married
0,0,32,4,1,14814,53,3,0,5,4,1,3,3,7,3,3,Research & Development,Life Sciences,Research Director,Married
0,0,23,5,6,19141,41,6,3,21,2,1,4,2,10,2,2,Human Resources,Human Resources,Manager,Divorced
0,0,10,2,2,5405,60,2,0,2,3,1,1,1,16,3,1,Sales,Marketing,Sales Executive,Single
0,0,9,3,7,8793,27,7,2,9,3,2,1,4,10,2,4,Research & Development,Life Sciences,Manufacturing Director,Divorced
0,0,22,5,7,19189,41,10,1,22,2,1,3,4,1,3,3,Human Resources,Human Resources,Manager,Married
0,0,4,1,2,3875,50,2,1,2,3,1,2,4,8,3,2,Sales,Marketing,Sales Representative,Married
1,1,10,1,7,2216,28,7,0,7,1,1,2,1,1,3,4,Research & Development,Life Sciences,Research Scientist,Single
0,0,10,3,7,11713,36,5,1,8,4,0,1,1,8,3,2,Research & Development,Life Sciences,Research Director,Married
0,1,10,3,0,7861,38,0,0,1,3,1,3,3,1,4,4,Research & Development,Life Sciences,Manufacturing Director,Single
0,0,9,1,2,3708,44,4,0,5,1,0,3,1,24,3,5,Research & Development,Medical,Laboratory Technician,Single
0,1,28,4,2,13770,47,13,2,22,3,2,3,4,3,2,2,Sales,Medical,Sales Executive,Divorced
0,0,10,2,7,5304,30,7,1,8,3,1,4,3,27,2,2,Sales,Marketing,Sales Executive,Divorced
0,0,1,1,0,2642,29,0,0,1,3,1,3,3,10,3,6,Sales,Life Sciences,Sales Representative,Single
1,1,7,1,2,2759,42,2,0,2,4,2,3,3,19,3,2,Research & Development,Medical,Research Scientist,Divorced
0,0,7,2,2,6804,43,2,1,2,2,2,4,4,15,3,5,Sales,Life Sciences,Sales Executive,Married
0,0,10,2,1,6142,34,3,0,5,3,1,3,2,8,3,2,Research & Development,Medical,Healthcare Representative,Single
0,0,5,1,3,2500,23,2,1,4,3,1,1,2,9,4,2,Research & Development,Medical,Laboratory Technician,Married
0,0,12,2,3,6389,39,6,1,8,4,1,2,3,3,1,3,Human Resources,Human Resources,Human Resources,Married
0,0,30,4,7,11103,56,1,0,10,3,1,4,3,9,2,1,Research & Development,Medical,Healthcare Representative,Married
0,1,5,1,2,2342,40,3,0,4,2,1,4,4,2,2,2,Research & Development,Medical,Research Scientist,Single
0,0,9,2,6,6811,27,7,0,7,2,1,1,4,7,1,2,Research & Development,Medical,Healthcare Representative,Single
0,0,2,1,2,2297,29,2,2,2,3,1,2,4,10,3,2,Sales,Marketing,Sales Representative,Divorced
0,0,19,2,2,2450,53,2,0,2,3,1,4,4,6,3,4,Research & Development,Life Sciences,Laboratory Technician,Single
0,0,16,2,0,5093,35,0,1,1,3,0,1,4,2,4,2,Research & Development,Life Sciences,Healthcare Representative,Divorced
0,0,10,2,8,5309,32,7,2,10,3,2,4,1,24,3,2,Research & Development,Life Sciences,Laboratory Technician,Married
0,1,6,1,0,3057,38,1,1,1,3,1,3,4,2,1,0,Research & Development,Medical,Research Scientist,Married
0,0,7,2,0,5121,34,0,1,0,3,1,1,2,8,3,3,Research & Development,Life Sciences,Manufacturing Director,Divorced
0,0,34,4,6,16856,52,16,0,34,2,1,1,3,3,4,3,Sales,Marketing,Manager,Married
1,1,10,1,9,2686,33,8,0,10,3,1,4,4,1,2,2,Research & Development,Other,Research Scientist,Single
0,0,6,2,5,6180,25,4,0,6,3,1,4,3,26,2,5,Sales,Medical,Sales Executive,Single
0,0,9,2,7,6632,45,1,0,8,1,1,3,2,2,3,3,Sales,Technical Degree,Sales Representative,Single
0,0,2,1,2,3505,23,2,0,2,4,1,3,1,10,3,3,Research & Development,Medical,Research Scientist,Single
1,1,8,2,4,6397,47,3,0,5,4,2,3,2,27,3,2,Sales,Life Sciences,Sales Executive,Single
0,0,6,2,5,6274,34,4,0,6,3,1,4,4,2,3,5,Sales,Other,Sales Executive,Single
1,1,24,5,2,19859,55,4,1,5,3,1,1,4,2,3,2,Research & Development,Medical,Manager,Married
0,0,10,3,7,7587,36,9,0,10,2,0,1,1,8,3,1,Sales,Life Sciences,Sales Executive,Single
0,0,5,1,3,4258,52,2,1,4,3,0,4,4,19,3,3,Research & Development,Medical,Research Scientist,Married
0,0,5,1,2,4364,26,0,1,2,1,2,4,1,1,3,2,Research & Development,Life Sciences,Laboratory Technician,Divorced
0,0,11,2,7,4335,29,1,1,8,3,1,3,2,27,2,3,Research & Development,Medical,Healthcare Representative,Married
1,0,6,2,3,5326,26,2,0,4,2,1,1,4,8,2,2,Sales,Technical Degree,Sales Executive,Single
0,0,10,1,2,3280,34,3,0,4,4,1,4,2,1,3,2,Research & Development,Life Sciences,Research Scientist,Single
0,1,9,2,3,5485,54,4,2,5,3,1,1,4,19,3,4,Research & Development,Medical,Manufacturing Director,Divorced
0,0,5,2,2,4342,27,1,1,4,3,2,4,3,8,3,3,Sales,Marketing,Sales Executive,Married
0,1,6,1,3,2782,37,3,2,5,3,1,1,4,10,2,3,Research & Development,Life Sciences,Research Scientist,Divorced
0,1,17,2,7,5980,38,12,0,15,4,2,1,1,2,3,2,Research & Development,Life Sciences,Manufacturing Director,Single
0,0,6,1,5,4381,34,3,0,6,2,1,1,3,2,3,3,Research & Development,Medical,Research Scientist,Single
0,0,3,1,2,2572,35,2,1,3,3,1,4,1,8,2,1,Sales,Life Sciences,Sales Representative,Married
0,0,7,1,2,3833,30,2,2,2,1,1,3,4,1,3,2,Research & Development,Life Sciences,Laboratory Technician,Married
0,0,8,2,7,4244,40,7,1,8,4,2,2,3,2,3,2,Research & Development,Medical,Healthcare Representative,Married
0,0,6,2,2,6500,34,2,1,3,3,1,1,3,8,3,1,Sales,Life Sciences,Sales Executive,Married
0,0,24,5,7,18430,42,9,1,24,3,2,4,2,8,2,4,Research & Development,Life Sciences,Manager,Divorced
1,1,1,1,0,1601,23,0,2,0,4,1,1,3,6,3,2,Research & Development,Life Sciences,Laboratory Technician,Married
0,0,1,1,0,2694,24,0,3,1,2,0,2,3,9,3,4,Research & Development,Life Sciences,Laboratory Technician,Divorced
0,0,9,2,2,3149,52,4,1,5,3,1,3,4,11,3,3,Research & Development,Life Sciences,Laboratory Technician,Married
0,0,30,4,3,17639,50,3,0,4,3,1,3,3,2,3,3,Research & Development,Medical,Research Director,Married
1,1,1,1,0,2319,29,0,1,1,2,1,1,2,1,3,1,Research & Development,Life Sciences,Laboratory Technician,Married
0,0,14,3,9,11691,33,7,0,13,3,1,3,3,7,4,3,Research & Development,Medical,Research Director,Married
1,0,6,2,2,5324,33,2,0,3,3,1,1,1,16,3,3,Sales,Marketing,Sales Executive,Single
0,1,26,4,14,16752,47,0,1,26,3,1,4,3,2,2,3,Research & Development,Other,Manager,Married
0,0,10,2,7,5228,36,5,1,9,3,1,2,3,1,3,2,Research & Development,Other,Manufacturing Director,Married
0,0,10,1,7,2700,29,7,1,10,4,1,3,3,23,3,3,Research & Development,Life Sciences,Research Scientist,Married
1,1,40,5,15,19246,58,8,0,31,3,1,2,4,2,3,2,Research & Development,Life Sciences,Research Director,Single
0,0,7,1,2,2506,35,2,0,2,4,1,3,4,1,3,0,Research & Development,Life Sciences,Research Scientist,Single
0,1,8,2,3,6062,42,2,1,4,2,1,4,4,1,3,4,Research & Development,Life Sciences,Manufacturing Director,Married
1,0,5,1,2,4382,28,1,0,2,3,1,3,3,2,2,3,Research & Development,Medical,Research Scientist,Single
0,0,8,1,2,2143,36,4,1,5,3,1,2,3,13,3,2,Human Resources,Human Resources,Human Resources,Married
0,0,14,2,13,6162,32,8,1,14,2,1,3,3,4,3,3,Research & Development,Life Sciences,Manufacturing Director,Married
0,0,10,2,0,5094,40,0,0,1,2,2,3,1,16,3,6,Research & Development,Medical,Laboratory Technician,Single
0,1,12,2,0,6877,30,0,0,0,2,1,4,3,2,2,4,Research & Development,Medical,Manufacturing Director,Single
0,0,1,1,0,2274,45,0,0,1,2,1,3,2,2,3,3,Research & Development,Life Sciences,Research Scientist,Single
0,0,10,2,8,4434,42,8,1,9,3,1,2,2,29,2,3,Research & Development,Life Sciences,Manufacturing Director,Married
0,0,13,2,3,6288,38,2,1,4,2,2,1,1,12,2,3,Research & Development,Life Sciences,Healthcare Representative,Divorced
0,0,6,1,2,2553,34,3,0,5,2,2,4,3,16,3,3,Research & Development,Life Sciences,Research Scientist,Single
1,0,9,3,8,7654,49,7,2,9,3,1,4,3,11,4,3,Sales,Marketing,Sales Executive,Married
1,0,12,2,7,5160,55,3,0,9,3,1,4,3,2,2,3,Sales,Medical,Sales Executive,Single
0,0,22,4,1,17159,43,0,1,4,3,1,1,2,14,3,3,Research & Development,Life Sciences,Research Director,Married
0,1,9,3,8,12808,27,8,1,9,2,1,4,3,5,3,3,Research & Development,Technical Degree,Research Director,Divorced
0,0,17,3,5,10221,35,6,0,8,3,1,3,3,7,4,3,Research & Development,Other,Manufacturing Director,Single
0,1,8,2,7,4779,28,5,0,8,3,1,2,2,2,3,2,Sales,Marketing,Sales Executive,Married
0,0,4,1,2,3737,34,2,1,3,3,1,4,3,3,1,1,Human Resources,Human Resources,Human Resources,Married
1,1,8,1,7,2366,26,7,1,8,2,2,3,3,5,3,2,Research & Development,Medical,Research Scientist,Married
0,0,0,1,0,1706,27,0,3,0,3,0,4,4,3,2,6,Research & Development,Medical,Research Scientist,Married
0,0,29,4,6,16307,51,17,1,20,3,1,3,1,26,2,2,Sales,Marketing,Manager,Married
0,0,10,2,2,5933,44,3,0,5,3,1,2,4,4,2,2,Research & Development,Medical,Healthcare Representative,Single
0,0,6,1,3,3424,25,1,0,4,4,1,1,1,2,2,3,Research & Development,Medical,Research Scientist,Single
0,0,9,2,8,4037,33,8,1,9,4,1,1,1,1,3,5,Sales,Medical,Sales Executive,Divorced
0,0,6,1,5,2559,35,1,0,6,2,1,1,3,27,2,3,Research & Development,Medical,Research Scientist,Single
0,1,18,2,14,6201,36,11,1,18,3,1,4,2,1,2,1,Sales,Life Sciences,Sales Executive,Married
0,0,8,2,2,4403,32,3,1,5,3,1,4,2,13,2,3,Sales,Life Sciences,Sales Executive,Divorced
0,0,10,1,4,3761,30,3,1,5,2,2,4,2,5,2,3,Research & Development,Life Sciences,Research Scientist,Divorced
0,1,35,3,2,10934,53,4,1,5,2,1,4,1,7,3,3,Sales,Marketing,Sales Executive,Married
0,1,18,3,4,10761,45,2,1,5,3,1,1,4,9,3,2,Sales,Marketing,Sales Executive,Divorced
0,0,9,2,3,5175,32,3,1,5,4,1,3,3,8,2,3,Research & Development,Medical,Research Scientist,Married
0,0,31,4,8,13826,52,0,0,9,2,2,4,3,25,3,3,Research & Development,Medical,Manufacturing Director,Married
0,0,9,2,0,6334,37,0,2,1,2,1,3,4,16,3,2,Sales,Marketing,Sales Executive,Divorced
0,0,6,1,1,4936,28,4,1,5,2,1,4,2,8,3,6,Human Resources,Medical,Human Resources,Divorced
0,0,4,2,2,4775,22,2,2,2,2,1,4,4,1,1,2,Research & Development,Life Sciences,Manufacturing Director,Married
0,1,10,1,2,2818,44,2,1,3,4,1,4,1,8,2,2,Research & Development,Life Sciences,Laboratory Technician,Married
0,1,8,1,1,2515,42,2,0,2,3,2,4,2,2,3,2,Research & Development,Medical,Research Scientist,Single
0,0,6,1,4,2342,36,3,0,5,2,1,1,1,8,3,3,Human Resources,Life Sciences,Human Resources,Married
0,1,5,2,3,4194,25,3,0,5,3,1,1,3,3,3,3,Sales,Other,Sales Executive,Married
0,1,17,3,14,10685,35,15,1,17,2,1,3,4,9,3,2,Research & Development,Life Sciences,Manufacturing Director,Married
1,1,10,1,2,2022,35,8,1,10,3,2,2,4,25,2,3,Research & Development,Life Sciences,Research Scientist,Divorced
0,0,4,1,0,2314,32,2,1,3,3,0,4,4,1,3,2,Research & Development,Life Sciences,Laboratory Technician,Divorced
0,0,5,2,2,4256,25,3,0,5,2,1,1,3,4,4,1,Sales,Marketing,Sales Executive,Married
0,0,7,1,2,3580,49,2,1,4,3,1,1,3,1,3,2,Research & Development,Technical Degree,Research Scientist,Married
0,0,6,1,2,3162,24,4,0,5,2,0,4,1,4,2,2,Research & Development,Life Sciences,Laboratory Technician,Married
0,0,10,2,8,6524,32,3,1,10,3,2,2,2,5,3,3,Sales,Life Sciences,Sales Executive,Married
0,0,3,1,2,2899,38,2,1,2,2,1,2,2,9,3,3,Sales,Marketing,Sales Representative,Married
0,1,17,2,3,5231,42,3,1,5,4,1,4,3,3,2,1,Research & Development,Life Sciences,Laboratory Technician,Married
0,1,8,1,4,2356,31,2,1,6,3,1,4,4,11,3,2,Research & Development,Life Sciences,Research Scientist,Married
1,1,5,1,2,2800,29,2,3,3,2,1,3,2,1,3,3,Sales,Medical,Sales Representative,Divorced
0,0,28,4,0,11836,53,2,1,2,3,1,4,1,8,3,3,Sales,Marketing,Sales Executive,Married
0,0,16,3,10,10903,35,8,0,13,2,1,2,4,25,3,2,Research & Development,Technical Degree,Manufacturing Director,Married
0,0,10,1,4,2973,37,0,1,5,3,2,4,3,21,3,3,Sales,Medical,Sales Representative,Married
0,0,33,4,9,14275,53,8,0,12,3,1,4,4,23,3,0,Research & Development,Life Sciences,Research Director,Single
0,0,12,2,2,5562,43,2,1,5,3,2,4,4,1,2,2,Research & Development,Life Sciences,Healthcare Representative,Married
0,1,8,2,6,4537,47,7,1,7,3,1,4,3,2,3,2,Sales,Marketing,Sales Executive,Married
0,1,10,3,0,7642,37,9,0,10,3,0,2,1,19,3,2,Sales,Medical,Sales Executive,Single
0,0,31,4,6,17924,50,7,1,31,3,0,1,1,2,3,3,Research & Development,Life Sciences,Manager,Divorced
0,0,13,2,4,5204,39,4,2,5,2,1,4,4,2,3,2,Human Resources,Life Sciences,Human Resources,Married
0,1,7,1,3,2277,33,3,1,4,3,1,2,4,3,4,4,Human Resources,Human Resources,Human Resources,Divorced
1,1,1,1,0,2795,32,1,0,1,3,1,4,1,25,1,2,Research & Development,Life Sciences,Laboratory Technician,Single
0,0,8,1,3,2532,29,3,3,4,2,1,4,1,7,3,5,Research & Development,Medical,Laboratory Technician,Divorced
0,1,8,1,7,2559,44,1,0,8,3,1,1,2,9,3,0,Research & Development,Life Sciences,Research Scientist,Married
0,0,4,2,2,4908,28,2,0,4,3,1,4,1,5,3,3,Sales,Medical,Sales Executive,Single
1,1,3,1,0,2380,58,0,1,1,2,2,4,4,2,2,3,Research & Development,Life Sciences,Laboratory Technician,Divorced
0,0,4,2,0,4765,43,0,1,1,3,1,2,1,8,4,2,Research & Development,Life Sciences,Manufacturing Director,Divorced
1,0,2,1,2,2044,20,2,0,2,2,1,3,3,2,2,3,Sales,Medical,Sales Representative,Single
1,0,1,1,0,2693,21,0,0,1,3,1,4,4,18,2,3,Research & Development,Other,Research Scientist,Single
0,1,17,2,8,6586,36,11,1,16,3,1,4,3,14,2,2,Research & Development,Life Sciences,Healthcare Representative,Married
0,1,3,1,2,3294,47,2,0,3,2,1,4,4,2,2,3,Sales,Life Sciences,Sales Representative,Single
1,1,4,2,2,4171,22,2,1,3,3,1,3,2,3,4,3,Research & Development,Life Sciences,Manufacturing Director,Married
1,1,10,1,7,2778,41,0,1,7,1,1,4,2,2,2,1,Research & Development,Life Sciences,Laboratory Technician,Divorced
0,0,6,1,2,2377,28,2,1,2,3,1,3,3,9,3,2,Research & Development,Medical,Research Scientist,Divorced
1,1,8,1,2,2404,39,2,0,2,3,1,1,4,6,1,2,Research & Development,Medical,Laboratory Technician,Married
0,0,1,1,1,2318,27,0,0,1,3,1,3,2,4,3,2,Research & Development,Life Sciences,Research Scientist,Single
0,0,1,1,0,2008,34,0,2,1,3,1,2,2,10,3,3,Research & Development,Life Sciences,Laboratory Technician,Divorced
0,0,10,2,4,6244,42,3,0,5,2,1,3,3,14,3,6,Sales,Medical,Sales Executive,Single
0,1,6,1,2,2799,33,2,0,3,2,1,1,3,1,3,1,Research & Development,Other,Research Scientist,Single
0,1,24,3,0,10552,58,4,1,6,2,1,2,3,5,3,3,Research & Development,Technical Degree,Healthcare Representative,Divorced
0,0,13,1,7,2329,31,2,0,7,2,1,3,2,7,4,2,Sales,Life Sciences,Sales Representative,Married
0,1,10,2,6,4014,35,7,1,10,3,1,4,4,21,1,2,Research & Development,Life Sciences,Healthcare Representative,Married
0,0,29,3,9,7403,49,7,1,26,3,1,2,1,8,2,3,Research & Development,Other,Laboratory Technician,Married
0,0,13,1,0,2259,48,0,2,0,3,1,3,4,20,2,2,Research & Development,Medical,Research Scientist,Married
0,0,9,2,8,6932,31,0,1,9,3,0,3,4,20,2,2,Sales,Marketing,Sales Executive,Married
0,0,8,1,2,4678,36,1,0,6,3,1,4,2,7,3,6,Research & Development,Other,Research Scientist,Single
0,0,15,3,12,13582,38,11,1,15,3,1,1,4,1,3,3,Research & Development,Technical Degree,Research Director,Married
0,0,5,1,0,2332,32,2,0,3,2,0,2,3,1,3,3,Research & Development,Life Sciences,Laboratory Technician,Married
1,1,1,1,0,2413,25,0,3,1,2,1,2,3,19,3,2,Sales,Marketing,Sales Representative,Married
0,0,11,3,0,9705,40,0,1,1,2,1,2,1,10,2,2,Sales,Marketing,Sales Executive,Divorced
0,0,7,2,7,4294,26,7,0,7,2,2,1,3,1,3,2,Sales,Medical,Sales Executive,Single
0,1,20,1,13,4721,41,17,0,18,3,1,1,4,6,3,3,Research & Development,Medical,Laboratory Technician,Single
0,0,16,1,8,2519,36,9,0,11,3,1,3,3,2,3,6,Research & Development,Medical,Laboratory Technician,Single
1,1,1,1,0,2121,19,0,0,1,2,1,2,4,21,4,3,Sales,Other,Sales Representative,Single
1,0,1,1,0,2973,20,0,0,1,3,1,1,1,4,3,2,Research & Development,Technical Degree,Laboratory Technician,Single
0,1,10,2,7,5855,31,5,2,9,3,1,4,4,12,1,2,Research & Development,Medical,Healthcare Representative,Married
0,1,3,1,1,3617,40,0,1,1,3,2,2,4,9,3,2,Research & Development,Medical,Research Scientist,Divorced
0,0,8,2,7,6725,32,3,1,8,3,1,1,3,3,4,2,Research & Development,Medical,Manufacturing Director,Married
1,1,16,3,7,10325,36,7,1,16,2,1,4,3,3,3,6,Sales,Life Sciences,Sales Executive,Married
0,0,6,2,0,6949,33,4,0,5,2,1,4,2,1,3,3,Research & Development,Life Sciences,Healthcare Representative,Single
1,0,17,3,1,10609,37,7,0,14,2,1,3,1,1,1,2,Sales,Life Sciences,Sales Executive,Married
0,0,9,2,7,4447,45,8,0,9,3,0,2,3,4,2,5,Research & Development,Life Sciences,Laboratory Technician,Married
0,0,3,1,1,2157,29,2,1,3,3,2,4,3,20,3,5,Sales,Technical Degree,Sales Representative,Married
0,0,5,2,2,4601,35,0,0,5,3,1,3,3,18,3,3,Sales,Medical,Sales Executive,Married
0,0,26,4,8,17099,52,8,1,9,3,1,4,4,1,2,2,Research & Development,Life Sciences,Manager,Married
1,0,7,1,0,2479,58,0,0,1,3,1,3,4,2,3,4,Research & Development,Technical Degree,Research Scientist,Single
0,0,22,4,13,14852,53,2,1,17,3,1,3,3,2,4,3,Sales,Medical,Manager,Divorced
0,0,10,3,4,7264,30,7,1,8,3,1,3,3,8,4,2,Sales,Other,Sales Executive,Divorced
0,1,6,2,3,5666,38,3,0,5,3,0,4,3,10,3,1,Sales,Technical Degree,Sales Executive,Single
0,0,12,3,9,7823,35,8,1,10,3,1,4,4,3,3,2,Sales,Life Sciences,Sales Executive,Divorced
0,0,9,3,7,7880,39,7,0,8,4,1,3,1,2,3,3,Sales,Life Sciences,Sales Executive,Single
1,1,22,4,0,13194,40,0,0,1,4,0,2,2,24,2,2,Sales,Life Sciences,Sales Executive,Single
0,1,20,2,10,5067,47,7,0,19,4,2,3,3,16,4,3,Research & Development,Medical,Manufacturing Director,Divorced
0,0,12,2,7,5079,36,7,2,7,3,0,4,1,8,3,3,Sales,Technical Degree,Sales Executive,Divorced
1,1,4,1,2,2321,31,2,0,3,2,0,1,3,9,3,0,Research & Development,Medical,Research Scientist,Single
0,0,10,4,8,17444,33,0,0,10,3,0,3,4,17,3,2,Sales,Life Sciences,Manager,Single
1,1,3,1,0,2404,29,0,0,0,2,1,1,4,10,3,5,Research & Development,Life Sciences,Research Scientist,Single
0,0,5,1,2,3452,33,2,0,3,3,1,4,2,13,3,4,Research & Development,Life Sciences,Research Scientist,Single
0,0,8,1,3,2270,45,2,2,5,3,1,4,4,1,3,2,Research & Development,Medical,Laboratory Technician,Divorced
0,0,32,4,4,17399,50,3,1,5,3,1,4,4,1,2,1,Research & Development,Medical,Research Director,Divorced
0,1,6,2,5,5488,33,2,1,6,4,2,2,3,1,3,2,Research & Development,Other,Healthcare Representative,Married
0,0,21,5,16,19419,41,11,1,18,3,2,3,1,9,4,2,Research & Development,Medical,Research Director,Divorced
0,0,4,1,2,2811,27,2,1,2,3,1,2,3,16,3,2,Research & Development,Technical Degree,Laboratory Technician,Married
0,1,9,2,8,3633,45,8,1,9,3,0,1,4,23,3,2,Research & Development,Life Sciences,Laboratory Technician,Married
0,1,9,2,0,4163,47,7,0,9,3,1,4,4,4,3,0,Sales,Life Sciences,Sales Executive,Single
1,1,7,1,2,2132,30,1,0,5,3,1,3,1,22,3,2,Research & Development,Life Sciences,Research Scientist,Married
0,1,22,4,11,13973,50,5,1,12,3,1,3,4,24,3,2,Research & Development,Life Sciences,Manufacturing Director,Married
0,0,3,1,1,2684,38,2,1,2,3,2,3,3,10,2,0,Research & Development,Medical,Research Scientist,Married
0,0,13,3,7,10845,46,7,1,8,3,1,3,4,7,3,3,Research & Development,Medical,Manufacturing Director,Divorced
0,0,5,2,2,4377,24,2,2,4,2,1,3,4,17,3,6,Research & Development,Medical,Manufacturing Director,Divorced
1,1,5,1,2,3743,35,2,1,4,2,1,2,3,14,1,2,Research & Development,Other,Laboratory Technician,Divorced
